Entity;Week;Day;Flights;Day 2019;Flights 2019 (Reference);% vs 2019 (Daily)
Bosnia-Herzegovina;50;2020-12-07;18;2019-12-09;51;-64,71%
Bosnia-Herzegovina;50;2020-12-08;18;2019-12-10;56;-67,86%
Bosnia-Herzegovina;50;2020-12-09;17;2019-12-11;49;-65,31%
Bosnia-Herzegovina;50;2020-12-10;19;2019-12-12;32;-40,63%
Bosnia-Herzegovina;50;2020-12-11;38;2019-12-13;49;-22,45%
Bosnia-Herzegovina;50;2020-12-12;13;2019-12-14;36;-63,89%
Bosnia-Herzegovina;50;2020-12-13;20;2019-12-15;29;-31,03%
Bosnia-Herzegovina;51;2020-12-14;23;2019-12-16;48;-52,08%
Bosnia-Herzegovina;51;2020-12-15;17;2019-12-17;42;-59,52%
Bosnia-Herzegovina;51;2020-12-16;18;2019-12-18;44;-59,09%
Bosnia-Herzegovina;51;2020-12-17;17;2019-12-19;52;-67,31%
Bosnia-Herzegovina;51;2020-12-18;26;2019-12-20;45;-42,22%
Bosnia-Herzegovina;51;2020-12-19;13;2019-12-21;30;-56,67%
Bosnia-Herzegovina;51;2020-12-20;17;2019-12-22;47;-63,83%
Bosnia-Herzegovina;52;2020-12-21;31;2019-12-23;49;-36,73%
Bosnia-Herzegovina;52;2020-12-22;19;2019-12-24;45;-57,78%
Bosnia-Herzegovina;52;2020-12-23;19;2019-12-25;25;-24,00%
Bosnia-Herzegovina;52;2020-12-24;27;2019-12-26;44;-38,64%
Bosnia-Herzegovina;52;2020-12-25;17;2019-12-27;49;-65,31%
Bosnia-Herzegovina;52;2020-12-26;11;2019-12-28;41;-73,17%
Bosnia-Herzegovina;52;2020-12-27;19;2019-12-29;45;-57,78%
Bosnia-Herzegovina;53;2020-12-28;17;2019-12-30;55;-69,09%
Bosnia-Herzegovina;53;2020-12-29;16;2019-12-31;35;-54,29%
Bosnia-Herzegovina;53;2020-12-30;20;2020-01-01;32;-37,50%
Bosnia-Herzegovina;53;2020-12-31;17;2020-01-02;32;-46,88%
Bulgaria;1;2020-01-01;137;2019-01-02;214;-35,98%
Bulgaria;1;2020-01-02;219;2019-01-03;199;10,05%
Bulgaria;1;2020-01-03;201;2019-01-04;182;10,44%
Bulgaria;1;2020-01-04;198;2019-01-05;185;7,03%
Bulgaria;1;2020-01-05;187;2019-01-06;176;6,25%
Bulgaria;2;2020-01-06;188;2019-01-07;163;15,34%
Bulgaria;2;2020-01-07;180;2019-01-08;155;16,13%
Bulgaria;2;2020-01-08;178;2019-01-09;171;4,09%
Bulgaria;2;2020-01-09;162;2019-01-10;171;-5,26%
Bulgaria;2;2020-01-10;182;2019-01-11;178;2,25%
Bulgaria;2;2020-01-11;171;2019-01-12;166;3,01%
Bulgaria;2;2020-01-12;186;2019-01-13;181;2,76%
Bulgaria;3;2020-01-13;177;2019-01-14;170;4,12%
Bulgaria;3;2020-01-14;154;2019-01-15;140;10,00%
Bulgaria;3;2020-01-15;155;2019-01-16;164;-5,49%
Bulgaria;3;2020-01-16;164;2019-01-17;165;-0,61%
Bulgaria;3;2020-01-17;176;2019-01-18;187;-5,88%
Bulgaria;3;2020-01-18;171;2019-01-19;155;10,32%
Bulgaria;3;2020-01-19;176;2019-01-20;175;0,57%
Bulgaria;4;2020-01-20;178;2019-01-21;156;14,10%
Bulgaria;4;2020-01-21;167;2019-01-22;150;11,33%
Bulgaria;4;2020-01-22;168;2019-01-23;181;-7,18%
Bulgaria;4;2020-01-23;152;2019-01-24;152;0,00%
Bulgaria;4;2020-01-24;192;2019-01-25;173;10,98%
Bulgaria;4;2020-01-25;164;2019-01-26;157;4,46%
Bulgaria;4;2020-01-26;183;2019-01-27;173;5,78%
Bulgaria;5;2020-01-27;189;2019-01-28;162;16,67%
Bulgaria;5;2020-01-28;159;2019-01-29;156;1,92%
Bulgaria;5;2020-01-29;164;2019-01-30;177;-7,34%
Bulgaria;5;2020-01-30;166;2019-01-31;165;0,61%
Bulgaria;5;2020-01-31;196;2019-02-01;182;7,69%
Bulgaria;5;2020-02-01;164;2019-02-02;158;3,80%
Bulgaria;5;2020-02-02;184;2019-02-03;172;6,98%
Bulgaria;6;2020-02-03;184;2019-02-04;154;19,48%
Bulgaria;6;2020-02-04;180;2019-02-05;166;8,43%
Bulgaria;6;2020-02-05;150;2019-02-06;175;-14,29%
Bulgaria;6;2020-02-06;169;2019-02-07;165;2,42%
Bulgaria;6;2020-02-07;185;2019-02-08;187;-1,07%
Bulgaria;6;2020-02-08;174;2019-02-09;160;8,75%
Bulgaria;6;2020-02-09;177;2019-02-10;169;4,73%
Bulgaria;7;2020-02-10;180;2019-02-11;168;7,14%
Bulgaria;7;2020-02-11;157;2019-02-12;149;5,37%
Bulgaria;7;2020-02-12;165;2019-02-13;156;5,77%
Bulgaria;7;2020-02-13;165;2019-02-14;169;-2,37%
Bulgaria;7;2020-02-14;191;2019-02-15;179;6,70%
Bulgaria;7;2020-02-15;192;2019-02-16;176;9,09%
Bulgaria;7;2020-02-16;186;2019-02-17;177;5,08%
Bulgaria;8;2020-02-17;194;2019-02-18;167;16,17%
Bulgaria;8;2020-02-18;171;2019-02-19;160;6,88%
Bulgaria;8;2020-02-19;166;2019-02-20;179;-7,26%
Bulgaria;8;2020-02-20;165;2019-02-21;173;-4,62%
Bulgaria;8;2020-02-21;191;2019-02-22;183;4,37%
Bulgaria;8;2020-02-22;184;2019-02-23;176;4,55%
Bulgaria;8;2020-02-23;184;2019-02-24;176;4,55%
Bulgaria;9;2020-02-24;187;2019-02-25;190;-1,58%
Bulgaria;9;2020-02-25;174;2019-02-26;156;11,54%
Bulgaria;9;2020-02-26;176;2019-02-27;180;-2,22%
Bulgaria;9;2020-02-27;182;2019-02-28;172;5,81%
Bulgaria;9;2020-02-28;200;2019-03-01;178;12,36%
Bulgaria;9;2020-02-29;180;2019-03-02;163;10,43%
Bulgaria;9;2020-03-01;187;2019-03-03;171;9,36%
Bulgaria;10;2020-03-02;191;2019-03-04;181;5,52%
Bulgaria;10;2020-03-03;173;2019-03-05;162;6,79%
Bulgaria;10;2020-03-04;172;2019-03-06;179;-3,91%
Bulgaria;10;2020-03-05;171;2019-03-07;163;4,91%
Bulgaria;10;2020-03-06;200;2019-03-08;177;12,99%
Bulgaria;10;2020-03-07;168;2019-03-09;168;0,00%
Bulgaria;10;2020-03-08;180;2019-03-10;191;-5,76%
Bulgaria;11;2020-03-09;176;2019-03-11;185;-4,86%
Bulgaria;11;2020-03-10;166;2019-03-12;164;1,22%
Bulgaria;11;2020-03-11;155;2019-03-13;170;-8,82%
Bulgaria;11;2020-03-12;156;2019-03-14;176;-11,36%
Bulgaria;11;2020-03-13;162;2019-03-15;197;-17,77%
Bulgaria;11;2020-03-14;148;2019-03-16;163;-9,20%
Bulgaria;11;2020-03-15;150;2019-03-17;181;-17,13%
Bulgaria;12;2020-03-16;132;2019-03-18;168;-21,43%
Bulgaria;12;2020-03-17;122;2019-03-19;162;-24,69%
Bulgaria;12;2020-03-18;113;2019-03-20;166;-31,93%
Bulgaria;12;2020-03-19;87;2019-03-21;163;-46,63%
Bulgaria;12;2020-03-20;108;2019-03-22;175;-38,29%
Bulgaria;12;2020-03-21;76;2019-03-23;153;-50,33%
Bulgaria;12;2020-03-22;85;2019-03-24;178;-52,25%
Bulgaria;13;2020-03-23;74;2019-03-25;173;-57,23%
Bulgaria;13;2020-03-24;55;2019-03-26;171;-67,84%
Bulgaria;13;2020-03-25;50;2019-03-27;176;-71,59%
Bulgaria;13;2020-03-26;75;2019-03-28;166;-54,82%
Bulgaria;13;2020-03-27;56;2019-03-29;185;-69,73%
Bulgaria;13;2020-03-28;37;2019-03-30;156;-76,28%
Bulgaria;13;2020-03-29;27;2019-03-31;187;-85,56%
Bulgaria;14;2020-03-30;44;2019-04-01;189;-76,72%
Bulgaria;14;2020-03-31;44;2019-04-02;185;-76,22%
Bulgaria;14;2020-04-01;42;2019-04-03;184;-77,17%
Bulgaria;14;2020-04-02;43;2019-04-04;181;-76,24%
Bulgaria;14;2020-04-03;52;2019-04-05;197;-73,60%
Bulgaria;14;2020-04-04;29;2019-04-06;160;-81,88%
Bulgaria;14;2020-04-05;23;2019-04-07;187;-87,70%
Bulgaria;15;2020-04-06;37;2019-04-08;177;-79,10%
Bulgaria;15;2020-04-07;33;2019-04-09;194;-82,99%
Bulgaria;15;2020-04-08;53;2019-04-10;192;-72,40%
Bulgaria;15;2020-04-09;51;2019-04-11;188;-72,87%
Bulgaria;15;2020-04-10;51;2019-04-12;209;-75,60%
Bulgaria;15;2020-04-11;31;2019-04-13;174;-82,18%
Bulgaria;15;2020-04-12;26;2019-04-14;187;-86,10%
Bulgaria;16;2020-04-13;52;2019-04-15;196;-73,47%
Bulgaria;16;2020-04-14;30;2019-04-16;198;-84,85%
Bulgaria;16;2020-04-15;50;2019-04-17;195;-74,36%
Bulgaria;16;2020-04-16;47;2019-04-18;216;-78,24%
Bulgaria;16;2020-04-17;32;2019-04-19;195;-83,59%
Bulgaria;16;2020-04-18;20;2019-04-20;161;-87,58%
Bulgaria;16;2020-04-19;6;2019-04-21;190;-96,84%
Bulgaria;17;2020-04-20;35;2019-04-22;205;-82,93%
Bulgaria;17;2020-04-21;23;2019-04-23;201;-88,56%
Bulgaria;17;2020-04-22;41;2019-04-24;212;-80,66%
Bulgaria;17;2020-04-23;34;2019-04-25;216;-84,26%
Bulgaria;17;2020-04-24;34;2019-04-26;195;-82,56%
Bulgaria;17;2020-04-25;20;2019-04-27;193;-89,64%
Bulgaria;17;2020-04-26;22;2019-04-28;193;-88,60%
Bulgaria;18;2020-04-27;47;2019-04-29;194;-75,77%
Bulgaria;18;2020-04-28;35;2019-04-30;199;-82,41%
Bulgaria;18;2020-04-29;49;2019-05-01;194;-74,74%
Bulgaria;18;2020-04-30;40;2019-05-02;207;-80,68%
Bulgaria;18;2020-05-01;40;2019-05-03;203;-80,30%
Bulgaria;18;2020-05-02;30;2019-05-04;196;-84,69%
Bulgaria;18;2020-05-03;35;2019-05-05;211;-83,41%
Bulgaria;19;2020-05-04;61;2019-05-06;209;-70,81%
Bulgaria;19;2020-05-05;48;2019-05-07;208;-76,92%
Bulgaria;19;2020-05-06;37;2019-05-08;210;-82,38%
Bulgaria;19;2020-05-07;78;2019-05-09;222;-64,86%
Bulgaria;19;2020-05-08;53;2019-05-10;230;-76,96%
Bulgaria;19;2020-05-09;51;2019-05-11;205;-75,12%
Bulgaria;19;2020-05-10;47;2019-05-12;230;-79,57%
Bulgaria;20;2020-05-11;57;2019-05-13;216;-73,61%
Bulgaria;20;2020-05-12;49;2019-05-14;212;-76,89%
Bulgaria;20;2020-05-13;57;2019-05-15;207;-72,46%
Bulgaria;20;2020-05-14;61;2019-05-16;223;-72,65%
Bulgaria;20;2020-05-15;58;2019-05-17;250;-76,80%
Bulgaria;20;2020-05-16;43;2019-05-18;238;-81,93%
Bulgaria;20;2020-05-17;49;2019-05-19;244;-79,92%
Bulgaria;21;2020-05-18;73;2019-05-20;250;-70,80%
Bulgaria;21;2020-05-19;61;2019-05-21;246;-75,20%
Bulgaria;21;2020-05-20;54;2019-05-22;243;-77,78%
Bulgaria;21;2020-05-21;72;2019-05-23;258;-72,09%
Bulgaria;21;2020-05-22;57;2019-05-24;265;-78,49%
Bulgaria;21;2020-05-23;60;2019-05-25;253;-76,28%
Bulgaria;21;2020-05-24;41;2019-05-26;273;-84,98%
Bulgaria;22;2020-05-25;59;2019-05-27;287;-79,44%
Bulgaria;22;2020-05-26;64;2019-05-28;282;-77,30%
Bulgaria;22;2020-05-27;75;2019-05-29;264;-71,59%
Bulgaria;22;2020-05-28;69;2019-05-30;282;-75,53%
Bulgaria;22;2020-05-29;69;2019-05-31;308;-77,60%
Bulgaria;22;2020-05-30;50;2019-06-01;288;-82,64%
Bulgaria;22;2020-05-31;45;2019-06-02;318;-85,85%
Bulgaria;23;2020-06-01;76;2019-06-03;339;-77,58%
Bulgaria;23;2020-06-02;72;2019-06-04;312;-76,92%
Bulgaria;23;2020-06-03;87;2019-06-05;301;-71,10%
Bulgaria;23;2020-06-04;87;2019-06-06;305;-71,48%
Bulgaria;23;2020-06-05;85;2019-06-07;381;-77,69%
Bulgaria;23;2020-06-06;65;2019-06-08;339;-80,83%
Bulgaria;23;2020-06-07;69;2019-06-09;351;-80,34%
Bulgaria;24;2020-06-08;77;2019-06-10;369;-79,13%
Bulgaria;24;2020-06-09;88;2019-06-11;375;-76,53%
Bulgaria;24;2020-06-10;104;2019-06-12;334;-68,86%
Bulgaria;24;2020-06-11;85;2019-06-13;340;-75,00%
Bulgaria;24;2020-06-12;100;2019-06-14;452;-77,88%
Bulgaria;24;2020-06-13;56;2019-06-15;347;-83,86%
Bulgaria;24;2020-06-14;80;2019-06-16;370;-78,38%
Bulgaria;25;2020-06-15;95;2019-06-17;396;-76,01%
Bulgaria;25;2020-06-16;87;2019-06-18;431;-79,81%
Bulgaria;25;2020-06-17;104;2019-06-19;372;-72,04%
Bulgaria;25;2020-06-18;102;2019-06-20;349;-70,77%
Bulgaria;25;2020-06-19;98;2019-06-21;467;-79,01%
Bulgaria;25;2020-06-20;68;2019-06-22;357;-80,95%
Bulgaria;25;2020-06-21;87;2019-06-23;391;-77,75%
Bulgaria;26;2020-06-22;97;2019-06-24;399;-75,69%
Bulgaria;26;2020-06-23;104;2019-06-25;427;-75,64%
Bulgaria;26;2020-06-24;106;2019-06-26;385;-72,47%
Bulgaria;26;2020-06-25;100;2019-06-27;376;-73,40%
Bulgaria;26;2020-06-26;113;2019-06-28;475;-76,21%
Bulgaria;26;2020-06-27;89;2019-06-29;378;-76,46%
Bulgaria;26;2020-06-28;98;2019-06-30;410;-76,10%
Bulgaria;27;2020-06-29;111;2019-07-01;434;-74,42%
Bulgaria;27;2020-06-30;112;2019-07-02;443;-74,72%
Bulgaria;27;2020-07-01;161;2019-07-03;398;-59,55%
Bulgaria;27;2020-07-02;149;2019-07-04;395;-62,28%
Bulgaria;27;2020-07-03;182;2019-07-05;499;-63,53%
Bulgaria;27;2020-07-04;144;2019-07-06;373;-61,39%
Bulgaria;27;2020-07-05;155;2019-07-07;408;-62,01%
Bulgaria;28;2020-07-06;163;2019-07-08;429;-62,00%
Bulgaria;28;2020-07-07;175;2019-07-09;448;-60,94%
Bulgaria;28;2020-07-08;149;2019-07-10;400;-62,75%
Bulgaria;28;2020-07-09;163;2019-07-11;406;-59,85%
Bulgaria;28;2020-07-10;205;2019-07-12;476;-56,93%
Bulgaria;28;2020-07-11;151;2019-07-13;370;-59,19%
Bulgaria;28;2020-07-12;179;2019-07-14;409;-56,23%
Bulgaria;29;2020-07-13;166;2019-07-15;448;-62,95%
Bulgaria;29;2020-07-14;185;2019-07-16;461;-59,87%
Bulgaria;29;2020-07-15;186;2019-07-17;389;-52,19%
Bulgaria;29;2020-07-16;160;2019-07-18;417;-61,63%
Bulgaria;29;2020-07-17;209;2019-07-19;480;-56,46%
Bulgaria;29;2020-07-18;166;2019-07-20;385;-56,88%
Bulgaria;29;2020-07-19;174;2019-07-21;410;-57,56%
Bulgaria;30;2020-07-20;186;2019-07-22;430;-56,74%
Bulgaria;30;2020-07-21;179;2019-07-23;444;-59,68%
Bulgaria;30;2020-07-22;142;2019-07-24;409;-65,28%
Bulgaria;30;2020-07-23;172;2019-07-25;410;-58,05%
Bulgaria;30;2020-07-24;220;2019-07-26;486;-54,73%
Bulgaria;30;2020-07-25;161;2019-07-27;383;-57,96%
Bulgaria;30;2020-07-26;173;2019-07-28;416;-58,41%
Bulgaria;31;2020-07-27;174;2019-07-29;451;-61,42%
Bulgaria;31;2020-07-28;175;2019-07-30;454;-61,45%
Bulgaria;31;2020-07-29;166;2019-07-31;424;-60,85%
Bulgaria;31;2020-07-30;175;2019-08-01;418;-58,13%
Bulgaria;31;2020-07-31;211;2019-08-02;491;-57,03%
Bulgaria;31;2020-08-01;168;2019-08-03;398;-57,79%
Bulgaria;31;2020-08-02;191;2019-08-04;421;-54,63%
Bulgaria;32;2020-08-03;168;2019-08-05;427;-60,66%
Bulgaria;32;2020-08-04;179;2019-08-06;460;-61,09%
Bulgaria;32;2020-08-05;174;2019-08-07;394;-55,84%
Bulgaria;32;2020-08-06;189;2019-08-08;415;-54,46%
Bulgaria;32;2020-08-07;233;2019-08-09;493;-52,74%
Bulgaria;32;2020-08-08;163;2019-08-10;404;-59,65%
Bulgaria;32;2020-08-09;197;2019-08-11;410;-51,95%
Bulgaria;33;2020-08-10;173;2019-08-12;433;-60,05%
Bulgaria;33;2020-08-11;191;2019-08-13;455;-58,02%
Bulgaria;33;2020-08-12;171;2019-08-14;401;-57,36%
Bulgaria;33;2020-08-13;171;2019-08-15;401;-57,36%
Bulgaria;33;2020-08-14;225;2019-08-16;480;-53,13%
Bulgaria;33;2020-08-15;188;2019-08-17;375;-49,87%
Bulgaria;33;2020-08-16;195;2019-08-18;402;-51,49%
Bulgaria;34;2020-08-17;168;2019-08-19;421;-60,10%
Bulgaria;34;2020-08-18;182;2019-08-20;454;-59,91%
Bulgaria;34;2020-08-19;167;2019-08-21;386;-56,74%
Bulgaria;34;2020-08-20;168;2019-08-22;394;-57,36%
Bulgaria;34;2020-08-21;221;2019-08-23;482;-54,15%
Bulgaria;34;2020-08-22;168;2019-08-24;381;-55,91%
Bulgaria;34;2020-08-23;201;2019-08-25;413;-51,33%
Bulgaria;35;2020-08-24;161;2019-08-26;417;-61,39%
Bulgaria;35;2020-08-25;192;2019-08-27;445;-56,85%
Bulgaria;35;2020-08-26;165;2019-08-28;410;-59,76%
Bulgaria;35;2020-08-27;182;2019-08-29;415;-56,14%
Bulgaria;35;2020-08-28;219;2019-08-30;487;-55,03%
Bulgaria;35;2020-08-29;163;2019-08-31;391;-58,31%
Bulgaria;35;2020-08-30;203;2019-09-01;395;-48,61%
Bulgaria;36;2020-08-31;164;2019-09-02;381;-56,96%
Bulgaria;36;2020-09-01;184;2019-09-03;427;-56,91%
Bulgaria;36;2020-09-02;144;2019-09-04;387;-62,79%
Bulgaria;36;2020-09-03;150;2019-09-05;368;-59,24%
Bulgaria;36;2020-09-04;229;2019-09-06;444;-48,42%
Bulgaria;36;2020-09-05;158;2019-09-07;342;-53,80%
Bulgaria;36;2020-09-06;174;2019-09-08;387;-55,04%
Bulgaria;37;2020-09-07;154;2019-09-09;362;-57,46%
Bulgaria;37;2020-09-08;167;2019-09-10;404;-58,66%
Bulgaria;37;2020-09-09;154;2019-09-11;346;-55,49%
Bulgaria;37;2020-09-10;164;2019-09-12;346;-52,60%
Bulgaria;37;2020-09-11;229;2019-09-13;422;-45,73%
Bulgaria;37;2020-09-12;147;2019-09-14;315;-53,33%
Bulgaria;37;2020-09-13;183;2019-09-15;348;-47,41%
Bulgaria;38;2020-09-14;167;2019-09-16;329;-49,24%
Bulgaria;38;2020-09-15;175;2019-09-17;377;-53,58%
Bulgaria;38;2020-09-16;131;2019-09-18;333;-60,66%
Bulgaria;38;2020-09-17;148;2019-09-19;339;-56,34%
Bulgaria;38;2020-09-18;217;2019-09-20;393;-44,78%
Bulgaria;38;2020-09-19;139;2019-09-21;284;-51,06%
Bulgaria;38;2020-09-20;141;2019-09-22;290;-51,38%
Bulgaria;39;2020-09-21;140;2019-09-23;302;-53,64%
Bulgaria;39;2020-09-22;141;2019-09-24;309;-54,37%
Bulgaria;39;2020-09-23;137;2019-09-25;286;-52,10%
Bulgaria;39;2020-09-24;137;2019-09-26;298;-54,03%
Bulgaria;39;2020-09-25;198;2019-09-27;325;-39,08%
Bulgaria;39;2020-09-26;124;2019-09-28;251;-50,60%
Bulgaria;39;2020-09-27;133;2019-09-29;269;-50,56%
Bulgaria;40;2020-09-28;133;2019-09-30;247;-46,15%
Bulgaria;40;2020-09-29;127;2019-10-01;231;-45,02%
Bulgaria;40;2020-09-30;118;2019-10-02;214;-44,86%
Bulgaria;40;2020-10-01;126;2019-10-03;216;-41,67%
Bulgaria;40;2020-10-02;163;2019-10-04;223;-26,91%
Bulgaria;40;2020-10-03;98;2019-10-05;193;-49,22%
Bulgaria;40;2020-10-04;131;2019-10-06;220;-40,45%
Bulgaria;41;2020-10-05;145;2019-10-07;198;-26,77%
Bulgaria;41;2020-10-06;120;2019-10-08;196;-38,78%
Bulgaria;41;2020-10-07;110;2019-10-09;202;-45,54%
Bulgaria;41;2020-10-08;110;2019-10-10;217;-49,31%
Bulgaria;41;2020-10-09;141;2019-10-11;217;-35,02%
Bulgaria;41;2020-10-10;98;2019-10-12;195;-49,74%
Bulgaria;41;2020-10-11;121;2019-10-13;217;-44,24%
Bulgaria;42;2020-10-12;129;2019-10-14;205;-37,07%
Bulgaria;42;2020-10-13;107;2019-10-15;216;-50,46%
Bulgaria;42;2020-10-14;127;2019-10-16;219;-42,01%
Bulgaria;42;2020-10-15;119;2019-10-17;214;-44,39%
Bulgaria;42;2020-10-16;153;2019-10-18;207;-26,09%
Bulgaria;42;2020-10-17;106;2019-10-19;167;-36,53%
Bulgaria;42;2020-10-18;112;2019-10-20;186;-39,78%
Bulgaria;43;2020-10-19;153;2019-10-21;201;-23,88%
Bulgaria;43;2020-10-20;112;2019-10-22;224;-50,00%
Bulgaria;43;2020-10-21;133;2019-10-23;211;-36,97%
Bulgaria;43;2020-10-22;107;2019-10-24;204;-47,55%
Bulgaria;43;2020-10-23;158;2019-10-25;213;-25,82%
Bulgaria;43;2020-10-24;101;2019-10-26;172;-41,28%
Bulgaria;43;2020-10-25;121;2019-10-27;189;-35,98%
Bulgaria;44;2020-10-26;121;2019-10-28;192;-36,98%
Bulgaria;44;2020-10-27;104;2019-10-29;182;-42,86%
Bulgaria;44;2020-10-28;114;2019-10-30;184;-38,04%
Bulgaria;44;2020-10-29;104;2019-10-31;179;-41,90%
Bulgaria;44;2020-10-30;131;2019-11-01;181;-27,62%
Bulgaria;44;2020-10-31;79;2019-11-02;147;-46,26%
Bulgaria;44;2020-11-01;108;2019-11-03;170;-36,47%
Bulgaria;45;2020-11-02;100;2019-11-04;174;-42,53%
Bulgaria;45;2020-11-03;93;2019-11-05;175;-46,86%
Bulgaria;45;2020-11-04;103;2019-11-06;172;-40,12%
Bulgaria;45;2020-11-05;79;2019-11-07;168;-52,98%
Bulgaria;45;2020-11-06;121;2019-11-08;182;-33,52%
Bulgaria;45;2020-11-07;69;2019-11-09;145;-52,41%
Bulgaria;45;2020-11-08;112;2019-11-10;177;-36,72%
Bulgaria;46;2020-11-09;101;2019-11-11;179;-43,58%
Bulgaria;46;2020-11-10;103;2019-11-12;186;-44,62%
Bulgaria;46;2020-11-11;89;2019-11-13;181;-50,83%
Bulgaria;46;2020-11-12;66;2019-11-14;173;-61,85%
Bulgaria;46;2020-11-13;102;2019-11-15;196;-47,96%
Bulgaria;46;2020-11-14;60;2019-11-16;149;-59,73%
Bulgaria;46;2020-11-15;91;2019-11-17;166;-45,18%
Bulgaria;47;2020-11-16;81;2019-11-18;195;-58,46%
Bulgaria;47;2020-11-17;71;2019-11-19;167;-57,49%
Bulgaria;47;2020-11-18;102;2019-11-20;175;-41,71%
Bulgaria;47;2020-11-19;72;2019-11-21;169;-57,40%
Bulgaria;47;2020-11-20;93;2019-11-22;195;-52,31%
Bulgaria;47;2020-11-21;48;2019-11-23;144;-66,67%
Bulgaria;47;2020-11-22;81;2019-11-24;179;-54,75%
Bulgaria;48;2020-11-23;68;2019-11-25;186;-63,44%
Bulgaria;48;2020-11-24;79;2019-11-26;178;-55,62%
Bulgaria;48;2020-11-25;91;2019-11-27;170;-46,47%
Bulgaria;48;2020-11-26;64;2019-11-28;170;-62,35%
Bulgaria;48;2020-11-27;101;2019-11-29;190;-46,84%
Bulgaria;48;2020-11-28;48;2019-11-30;147;-67,35%
Bulgaria;48;2020-11-29;78;2019-12-01;175;-55,43%
Bulgaria;49;2020-11-30;66;2019-12-02;177;-62,71%
Bulgaria;49;2020-12-01;68;2019-12-03;167;-59,28%
Bulgaria;49;2020-12-02;104;2019-12-04;147;-29,25%
Bulgaria;49;2020-12-03;84;2019-12-05;163;-48,47%
Bulgaria;49;2020-12-04;108;2019-12-06;180;-40,00%
Bulgaria;49;2020-12-05;74;2019-12-07;131;-43,51%
Bulgaria;49;2020-12-06;88;2019-12-08;173;-49,13%
Bulgaria;50;2020-12-07;78;2019-12-09;180;-56,67%
Bulgaria;50;2020-12-08;86;2019-12-10;163;-47,24%
Bulgaria;50;2020-12-09;92;2019-12-11;170;-45,88%
Bulgaria;50;2020-12-10;71;2019-12-12;192;-63,02%
Bulgaria;50;2020-12-11;133;2019-12-13;192;-30,73%
Bulgaria;50;2020-12-12;79;2019-12-14;157;-49,68%
Bulgaria;50;2020-12-13;97;2019-12-15;186;-47,85%
Bulgaria;51;2020-12-14;99;2019-12-16;189;-47,62%
Bulgaria;51;2020-12-15;94;2019-12-17;170;-44,71%
Bulgaria;51;2020-12-16;111;2019-12-18;186;-40,32%
Bulgaria;51;2020-12-17;121;2019-12-19;194;-37,63%
Bulgaria;51;2020-12-18;158;2019-12-20;207;-23,67%
Bulgaria;51;2020-12-19;125;2019-12-21;205;-39,02%
Bulgaria;51;2020-12-20;138;2019-12-22;187;-26,20%
Bulgaria;52;2020-12-21;98;2019-12-23;204;-51,96%
Bulgaria;52;2020-12-22;106;2019-12-24;144;-26,39%
Bulgaria;52;2020-12-23;145;2019-12-25;72;101,39%
Bulgaria;52;2020-12-24;84;2019-12-26;172;-51,16%
Bulgaria;52;2020-12-25;41;2019-12-27;197;-79,19%
Bulgaria;52;2020-12-26;55;2019-12-28;199;-72,36%
Bulgaria;52;2020-12-27;102;2019-12-29;188;-45,74%
Bulgaria;53;2020-12-28;95;2019-12-30;189;-49,74%
Bulgaria;53;2020-12-29;87;2019-12-31;121;-28,10%
Bulgaria;53;2020-12-30;97;2020-01-01;137;-29,20%
Bulgaria;53;2020-12-31;28;2020-01-02;219;-87,21%
Croatia;1;2020-01-01;88;2019-01-02;139;-36,69%
Croatia;1;2020-01-02;144;2019-01-03;131;9,92%
Croatia;1;2020-01-03;140;2019-01-04;130;7,69%
Croatia;1;2020-01-04;112;2019-01-05;112;0,00%
Croatia;1;2020-01-05;114;2019-01-06;124;-8,06%
Croatia;2;2020-01-06;122;2019-01-07;133;-8,27%
Croatia;2;2020-01-07;128;2019-01-08;126;1,59%
Croatia;2;2020-01-08;119;2019-01-09;128;-7,03%
Croatia;2;2020-01-09;137;2019-01-10;130;5,38%
Croatia;2;2020-01-10;135;2019-01-11;142;-4,93%
Croatia;2;2020-01-11;101;2019-01-12;101;0,00%
Croatia;2;2020-01-12;113;2019-01-13;131;-13,74%
Croatia;3;2020-01-13;123;2019-01-14;135;-8,89%
Croatia;3;2020-01-14;118;2019-01-15;128;-7,81%
Croatia;3;2020-01-15;129;2019-01-16;143;-9,79%
Croatia;3;2020-01-16;133;2019-01-17;143;-6,99%
Croatia;3;2020-01-17;128;2019-01-18;138;-7,25%
Croatia;3;2020-01-18;96;2019-01-19;100;-4,00%
Croatia;3;2020-01-19;115;2019-01-20;119;-3,36%
Croatia;4;2020-01-20;125;2019-01-21;128;-2,34%
Croatia;4;2020-01-21;127;2019-01-22;135;-5,93%
Croatia;4;2020-01-22;130;2019-01-23;136;-4,41%
Croatia;4;2020-01-23;133;2019-01-24;134;-0,75%
Croatia;4;2020-01-24;159;2019-01-25;123;29,27%
Croatia;4;2020-01-25;101;2019-01-26;102;-0,98%
Croatia;4;2020-01-26;119;2019-01-27;115;3,48%
Croatia;5;2020-01-27;138;2019-01-28;136;1,47%
Croatia;5;2020-01-28;135;2019-01-29;125;8,00%
Croatia;5;2020-01-29;125;2019-01-30;133;-6,02%
Croatia;5;2020-01-30;135;2019-01-31;134;0,75%
Croatia;5;2020-01-31;146;2019-02-01;139;5,04%
