Entity,Week,Day,Flights,Day 2019,Flights 2019 (Reference),% vs 2019 (Daily),Day Previous Year,Flights Previous Year
Portugal,16,20/4/21,239,23/4/19,1145,-79.13%,21/4/20,84
Portugal,16,21/4/21,273,24/4/19,1138,-76.01%,22/4/20,64
Portugal,16,22/4/21,308,25/4/19,1156,-73.36%,23/4/20,66
Portugal,16,23/4/21,432,26/4/19,1197,-63.91%,24/4/20,76
Portugal,16,24/4/21,409,27/4/19,1209,-66.17%,25/4/20,45
Portugal,16,25/4/21,402,28/4/19,1169,-65.61%,26/4/20,42
Portugal,17,26/4/21,368,29/4/19,1229,-70.06%,27/4/20,68
Portugal,17,27/4/21,247,30/4/19,1145,-78.43%,28/4/20,76
Portugal,17,28/4/21,309,1/5/19,1162,-73.41%,29/4/20,59
Portugal,17,29/4/21,360,2/5/19,1192,-69.80%,30/4/20,70
Portugal,17,30/4/21,429,3/5/19,1211,-64.57%,1/5/20,49
Portugal,17,1/5/21,467,4/5/19,1240,-62.34%,2/5/20,61
Portugal,17,2/5/21,468,5/5/19,1213,-61.42%,3/5/20,47
Portugal,18,3/5/21,411,6/5/19,1237,-66.77%,4/5/20,82
Portugal,18,4/5/21,296,7/5/19,1167,-74.64%,5/5/20,87
Portugal,18,5/5/21,344,8/5/19,1160,-70.34%,6/5/20,82
Portugal,18,6/5/21,387,9/5/19,1083,-64.27%,7/5/20,78
Portugal,18,7/5/21,481,10/5/19,1207,-60.15%,8/5/20,84
Portugal,18,8/5/21,474,11/5/19,1254,-62.20%,9/5/20,54
Portugal,18,9/5/21,444,12/5/19,1204,-63.12%,10/5/20,62
Portugal,19,10/5/21,401,13/5/19,1234,-67.50%,11/5/20,99
Portugal,19,11/5/21,280,14/5/19,1147,-75.59%,12/5/20,80
Portugal,19,12/5/21,339,15/5/19,1148,-70.47%,13/5/20,81
Portugal,19,13/5/21,405,16/5/19,1171,-65.41%,14/5/20,97
Portugal,19,14/5/21,441,17/5/19,1202,-63.31%,15/5/20,92
Portugal,19,15/5/21,455,18/5/19,1238,-63.25%,16/5/20,84
Portugal,19,16/5/21,477,19/5/19,1194,-60.05%,17/5/20,63
Portugal,20,17/5/21,501,20/5/19,1252,-59.98%,18/5/20,90
Portugal,20,18/5/21,349,21/5/19,1123,-68.92%,19/5/20,96
Portugal,20,19/5/21,398,22/5/19,1151,-65.42%,20/5/20,110
Portugal,20,20/5/21,479,23/5/19,1217,-60.64%,21/5/20,125
Portugal,20,21/5/21,599,24/5/19,1243,-51.81%,22/5/20,121
Portugal,20,22/5/21,549,25/5/19,1235,-55.55%,23/5/20,94
Portugal,20,23/5/21,596,26/5/19,1231,-51.58%,24/5/20,78
Portugal,21,24/5/21,561,27/5/19,1291,-56.55%,25/5/20,100
Portugal,21,25/5/21,409,28/5/19,1184,-65.46%,26/5/20,96
Portugal,21,26/5/21,464,29/5/19,1218,-61.90%,27/5/20,92
Portugal,21,27/5/21,592,30/5/19,1234,-52.03%,28/5/20,97
Portugal,21,28/5/21,816,31/5/19,1236,-33.98%,29/5/20,111
Portugal,21,29/5/21,835,1/6/19,1280,-34.77%,30/5/20,101
Portugal,21,30/5/21,830,2/6/19,1263,-34.28%,31/5/20,79
Portugal,22,31/5/21,620,3/6/19,1307,-52.56%,1/6/20,114
Portugal,22,1/6/21,499,4/6/19,1203,-58.52%,2/6/20,116
Portugal,22,2/6/21,553,5/6/19,1234,-55.19%,3/6/20,122
Portugal,22,3/6/21,649,6/6/19,1247,-47.96%,4/6/20,150
Portugal,22,4/6/21,769,7/6/19,1201,-35.97%,5/6/20,135
Portugal,22,5/6/21,889,8/6/19,1295,-31.35%,6/6/20,126
Portugal,22,6/6/21,927,9/6/19,1245,-25.54%,7/6/20,137
Portugal,23,7/6/21,743,10/6/19,1325,-43.92%,8/6/20,137
Portugal,23,8/6/21,494,11/6/19,1223,-59.61%,9/6/20,149
Portugal,23,9/6/21,577,12/6/19,1198,-51.84%,10/6/20,140
Portugal,23,10/6/21,631,13/6/19,1256,-49.76%,11/6/20,132
Portugal,23,11/6/21,697,14/6/19,1228,-43.24%,12/6/20,150
Portugal,23,12/6/21,726,15/6/19,1306,-44.41%,13/6/20,122
Portugal,23,13/6/21,797,16/6/19,1289,-38.17%,14/6/20,136
Portugal,24,14/6/21,697,17/6/19,1340,-47.99%,15/6/20,180
Portugal,24,15/6/21,509,18/6/19,1212,-58.00%,16/6/20,163
Portugal,24,16/6/21,631,19/6/19,1244,-49.28%,17/6/20,166
Portugal,24,17/6/21,658,20/6/19,1273,-48.31%,18/6/20,185
Portugal,24,18/6/21,746,21/6/19,1280,-41.72%,19/6/20,194
Portugal,24,19/6/21,749,22/6/19,1306,-42.65%,20/6/20,162
Portugal,24,20/6/21,805,23/6/19,1259,-36.06%,21/6/20,204
Portugal,25,21/6/21,736,24/6/19,1382,-46.74%,22/6/20,192
Portugal,25,22/6/21,556,25/6/19,1257,-55.77%,23/6/20,196
Portugal,25,23/6/21,646,26/6/19,1292,-50.00%,24/6/20,197
Portugal,25,24/6/21,709,27/6/19,1327,-46.57%,25/6/20,192
Portugal,25,25/6/21,806,28/6/19,1312,-38.57%,26/6/20,210
Portugal,25,26/6/21,802,29/6/19,1322,-39.33%,27/6/20,197
Portugal,25,27/6/21,867,30/6/19,1310,-33.82%,28/6/20,208
Portugal,26,28/6/21,777,1/7/19,1400,-44.50%,29/6/20,219
Portugal,26,29/6/21,584,2/7/19,1285,-54.55%,30/6/20,222
Portugal,26,30/6/21,707,3/7/19,1299,-45.57%,1/7/20,413
Portugal,26,1/7/21,822,4/7/19,1338,-38.57%,2/7/20,416
Portugal,26,2/7/21,927,5/7/19,1344,-31.03%,3/7/20,470
Portugal,26,3/7/21,945,6/7/19,1341,-29.53%,4/7/20,502
Portugal,26,4/7/21,908,7/7/19,1307,-30.53%,5/7/20,437
Portugal,27,5/7/21,897,8/7/19,1399,-35.88%,6/7/20,445
Portugal,27,6/7/21,672,9/7/19,1291,-47.95%,7/7/20,436
Portugal,27,7/7/21,787,10/7/19,1301,-39.51%,8/7/20,440
Portugal,27,8/7/21,777,11/7/19,1349,-42.40%,9/7/20,453
Portugal,27,9/7/21,899,12/7/19,1312,-31.48%,10/7/20,502
Portugal,27,10/7/21,989,13/7/19,1351,-26.79%,11/7/20,519
Portugal,27,11/7/21,913,14/7/19,1310,-30.31%,12/7/20,466
Portugal,28,12/7/21,879,15/7/19,1407,-37.53%,13/7/20,476
Portugal,28,13/7/21,683,16/7/19,1290,-47.05%,14/7/20,459
Portugal,28,14/7/21,759,17/7/19,1303,-41.75%,15/7/20,475
Portugal,28,15/7/21,807,18/7/19,1337,-39.64%,16/7/20,499
Portugal,28,16/7/21,934,19/7/19,1333,-29.93%,17/7/20,531
Portugal,28,17/7/21,772,20/7/19,1360,-43.24%,18/7/20,540
Portugal,28,18/7/21,620,21/7/19,1323,-53.14%,19/7/20,527
Portugal,29,19/7/21,986,22/7/19,1420,-30.56%,20/7/20,527
Portugal,29,20/7/21,808,23/7/19,1294,-37.56%,21/7/20,499
Portugal,29,21/7/21,807,24/7/19,1301,-37.97%,22/7/20,486
Portugal,29,22/7/21,855,25/7/19,1330,-35.71%,23/7/20,546
Portugal,29,23/7/21,1018,26/7/19,1340,-24.03%,24/7/20,565
Portugal,29,24/7/21,1071,27/7/19,1365,-21.54%,25/7/20,568
Portugal,29,25/7/21,1009,28/7/19,1328,-24.02%,26/7/20,544
Portugal,30,26/7/21,954,29/7/19,1435,-33.52%,27/7/20,528
Portugal,30,27/7/21,802,30/7/19,1305,-38.54%,28/7/20,486
Portugal,30,28/7/21,819,31/7/19,1318,-37.86%,29/7/20,528
Portugal,30,29/7/21,862,1/8/19,1348,-36.05%,30/7/20,538
Portugal,30,30/7/21,1026,2/8/19,1348,-23.89%,31/7/20,566
Portugal,30,31/7/21,1092,3/8/19,1359,-19.65%,1/8/20,715
Portugal,30,1/8/21,1064,4/8/19,1316,-19.15%,2/8/20,692
Portugal,31,2/8/21,1035,5/8/19,1411,-26.65%,3/8/20,726
Portugal,31,3/8/21,856,6/8/19,1295,-33.90%,4/8/20,625
Portugal,31,4/8/21,865,7/8/19,1309,-33.92%,5/8/20,629
Portugal,31,5/8/21,885,8/8/19,1249,-29.14%,6/8/20,649
Portugal,31,6/8/21,1000,9/8/19,1366,-26.79%,7/8/20,711
Portugal,31,7/8/21,1079,10/8/19,1375,-21.53%,8/8/20,736
Portugal,31,8/8/21,1066,11/8/19,1312,-18.75%,9/8/20,687
Portugal,32,9/8/21,1037,12/8/19,1414,-26.66%,10/8/20,687
Portugal,32,10/8/21,847,13/8/19,1292,-34.44%,11/8/20,622
Portugal,32,11/8/21,876,14/8/19,1321,-33.69%,12/8/20,636
Portugal,32,12/8/21,914,15/8/19,1301,-29.75%,13/8/20,674
Portugal,32,13/8/21,1022,16/8/19,1321,-22.63%,14/8/20,715
Portugal,32,14/8/21,1099,17/8/19,1345,-18.29%,15/8/20,736
Portugal,32,15/8/21,1058,18/8/19,1327,-20.27%,16/8/20,717
Portugal,33,16/8/21,1016,19/8/19,1390,-26.91%,17/8/20,720
Portugal,33,17/8/21,853,20/8/19,1295,-34.13%,18/8/20,633
Portugal,33,18/8/21,865,21/8/19,1299,-33.41%,19/8/20,658
Portugal,33,19/8/21,927,22/8/19,1349,-31.28%,20/8/20,638
Portugal,33,20/8/21,1023,23/8/19,1343,-23.83%,21/8/20,722
Portugal,33,21/8/21,1114,24/8/19,1365,-18.39%,22/8/20,745
Portugal,33,22/8/21,1073,25/8/19,1313,-18.28%,23/8/20,776
Portugal,34,23/8/21,1058,26/8/19,1421,-25.55%,24/8/20,753
Portugal,34,24/8/21,851,27/8/19,1294,-34.23%,25/8/20,691
Portugal,34,25/8/21,889,28/8/19,1311,-32.19%,26/8/20,675
Portugal,34,26/8/21,897,29/8/19,1315,-31.79%,27/8/20,713
Portugal,34,27/8/21,1018,30/8/19,1315,-22.59%,28/8/20,777
Portugal,34,28/8/21,1083,31/8/19,1343,-19.36%,29/8/20,759
Portugal,34,29/8/21,1103,1/9/19,1276,-13.56%,30/8/20,752
Portugal,35,30/8/21,1078,2/9/19,1392,-22.56%,31/8/20,726
Portugal,35,31/8/21,894,3/9/19,1279,-30.10%,1/9/20,592
Portugal,35,1/9/21,915,4/9/19,1271,-28.01%,2/9/20,598
Portugal,35,2/9/21,948,5/9/19,1316,-27.96%,3/9/20,636
Portugal,35,3/9/21,1034,6/9/19,1271,-18.65%,4/9/20,684
Portugal,35,4/9/21,1071,7/9/19,1323,-19.05%,5/9/20,725
Portugal,35,5/9/21,1069,8/9/19,1333,-19.80%,6/9/20,696
Portugal,36,6/9/21,995,9/9/19,1342,-25.86%,7/9/20,682
Portugal,36,7/9/21,780,10/9/19,1239,-37.05%,8/9/20,544
Portugal,36,8/9/21,843,11/9/19,1273,-33.78%,9/9/20,576
Portugal,36,9/9/21,877,12/9/19,1314,-33.26%,10/9/20,647
Portugal,36,10/9/21,988,13/9/19,1279,-22.75%,11/9/20,710
Portugal,36,11/9/21,1043,14/9/19,1342,-22.28%,12/9/20,694
Portugal,36,12/9/21,1060,15/9/19,1305,-18.77%,13/9/20,695
Portugal,37,13/9/21,989,16/9/19,1370,-27.81%,14/9/20,639
Portugal,37,14/9/21,785,17/9/19,1211,-35.18%,15/9/20,531
Portugal,37,15/9/21,837,18/9/19,1201,-30.31%,16/9/20,552
Portugal,37,16/9/21,864,19/9/19,1280,-32.50%,17/9/20,605
Portugal,37,17/9/21,1000,20/9/19,1303,-23.25%,18/9/20,686
Portugal,37,18/9/21,1008,21/9/19,1308,-22.94%,19/9/20,671
Portugal,37,19/9/21,1012,22/9/19,1288,-21.43%,20/9/20,665
Portugal,38,20/9/21,963,23/9/19,1354,-28.88%,21/9/20,626
Portugal,38,21/9/21,754,24/9/19,1200,-37.17%,22/9/20,501
Portugal,38,22/9/21,816,25/9/19,1210,-32.56%,23/9/20,539
Portugal,38,23/9/21,865,26/9/19,1279,-32.37%,24/9/20,576
Portugal,38,24/9/21,1005,27/9/19,1237,-18.76%,25/9/20,669
Portugal,38,25/9/21,998,28/9/19,1301,-23.29%,26/9/20,653
Portugal,38,26/9/21,1020,29/9/19,1262,-19.18%,27/9/20,697
Portugal,39,27/9/21,1023,30/9/19,1286,-20.45%,28/9/20,634
Portugal,39,28/9/21,778,1/10/19,1165,-33.22%,29/9/20,515
Portugal,39,29/9/21,872,2/10/19,1134,-23.10%,30/9/20,553
Portugal,39,30/9/21,869,3/10/19,1259,-30.98%,1/10/20,554
Portugal,39,1/10/21,1036,4/10/19,1218,-14.94%,2/10/20,660
Portugal,39,2/10/21,1029,5/10/19,1255,-18.01%,3/10/20,647
Portugal,39,3/10/21,1005,6/10/19,1227,-18.09%,4/10/20,646
Portugal,40,4/10/21,979,7/10/19,1260,-22.30%,5/10/20,608
Portugal,40,5/10/21,755,8/10/19,1138,-33.66%,6/10/20,480
Portugal,40,6/10/21,825,9/10/19,1156,-28.63%,7/10/20,520
Portugal,40,7/10/21,870,10/10/19,1187,-26.71%,8/10/20,546
Portugal,40,8/10/21,1021,11/10/19,1218,-16.17%,9/10/20,648
Portugal,40,9/10/21,1007,12/10/19,1254,-19.70%,10/10/20,629
Portugal,40,10/10/21,1028,13/10/19,1192,-13.76%,11/10/20,632
Portugal,41,11/10/21,975,14/10/19,1247,-21.81%,12/10/20,555
Portugal,41,12/10/21,730,15/10/19,1132,-35.51%,13/10/20,440
Portugal,41,13/10/21,775,16/10/19,1150,-32.61%,14/10/20,466
Portugal,41,14/10/21,831,17/10/19,1177,-29.40%,15/10/20,518
Portugal,41,15/10/21,1010,18/10/19,1203,-16.04%,16/10/20,606
Portugal,41,16/10/21,999,19/10/19,1245,-19.76%,17/10/20,617
Portugal,41,17/10/21,1009,20/10/19,1203,-16.13%,18/10/20,591
Portugal,42,18/10/21,968,21/10/19,1234,-21.56%,19/10/20,532
Portugal,42,19/10/21,715,22/10/19,1139,-37.23%,20/10/20,418
Portugal,42,20/10/21,829,23/10/19,1159,-28.47%,21/10/20,463
Portugal,42,21/10/21,849,24/10/19,1201,-29.31%,22/10/20,499
Portugal,42,22/10/21,1045,25/10/19,1196,-12.63%,23/10/20,607
Portugal,42,23/10/21,1048,26/10/19,1229,-14.73%,24/10/20,598
Portugal,42,24/10/21,1036,27/10/19,1094,-5.30%,25/10/20,592
Portugal,43,25/10/21,1001,28/10/19,1057,-5.30%,26/10/20,532
Portugal,43,26/10/21,742,29/10/19,985,-24.67%,27/10/20,364
Portugal,43,27/10/21,819,30/10/19,966,-15.22%,28/10/20,418
Portugal,43,28/10/21,871,31/10/19,1046,-16.73%,29/10/20,443
Portugal,43,29/10/21,1010,1/11/19,1038,-2.70%,30/10/20,529
Portugal,43,30/10/21,1035,2/11/19,1031,0.39%,31/10/20,514
Portugal,43,31/10/21,964,3/11/19,1057,-8.80%,1/11/20,563
Portugal,44,1/11/21,918,4/11/19,1045,-12.15%,2/11/20,483
Portugal,44,2/11/21,712,5/11/19,963,-26.06%,3/11/20,344
Portugal,44,3/11/21,753,6/11/19,886,-15.01%,4/11/20,355
Portugal,44,4/11/21,802,7/11/19,970,-17.32%,5/11/20,349
Portugal,44,5/11/21,915,8/11/19,1032,-11.34%,6/11/20,483
Portugal,44,6/11/21,936,9/11/19,973,-3.80%,7/11/20,405
Portugal,44,7/11/21,974,10/11/19,997,-2.31%,8/11/20,492
Portugal,45,8/11/21,873,11/11/19,1007,-13.31%,9/11/20,400
Portugal,45,9/11/21,723,12/11/19,846,-14.54%,10/11/20,315
Portugal,45,10/11/21,734,13/11/19,819,-10.38%,11/11/20,311
Portugal,45,11/11/21,825,14/11/19,937,-11.95%,12/11/20,351
Portugal,45,12/11/21,908,15/11/19,1015,-10.54%,13/11/20,415
Portugal,45,13/11/21,868,16/11/19,967,-10.24%,14/11/20,349
Portugal,45,14/11/21,920,17/11/19,979,-6.03%,15/11/20,419
Portugal,46,15/11/21,858,18/11/19,961,-10.72%,16/11/20,363
Portugal,46,16/11/21,674,19/11/19,830,-18.80%,17/11/20,260
Portugal,46,17/11/21,690,20/11/19,776,-11.08%,18/11/20,300
Portugal,46,18/11/21,754,21/11/19,921,-18.13%,19/11/20,296
Portugal,46,19/11/21,878,22/11/19,1006,-12.72%,20/11/20,378
Portugal,46,20/11/21,855,23/11/19,932,-8.26%,21/11/20,322
Portugal,46,21/11/21,882,24/11/19,949,-7.06%,22/11/20,337
Portugal,47,22/11/21,801,25/11/19,937,-14.51%,23/11/20,331
Portugal,47,23/11/21,657,26/11/19,772,-14.90%,24/11/20,227
Portugal,47,24/11/21,651,27/11/19,761,-14.45%,25/11/20,240
Portugal,47,25/11/21,745,28/11/19,900,-17.22%,26/11/20,256
Portugal,47,26/11/21,858,29/11/19,974,-11.91%,27/11/20,365
Portugal,47,27/11/21,860,30/11/19,909,-5.39%,28/11/20,289
Portugal,47,28/11/21,886,1/12/19,923,-4.01%,29/11/20,339
Portugal,48,29/11/21,818,2/12/19,930,-12.04%,30/11/20,310
Portugal,48,30/11/21,642,3/12/19,804,-20.15%,1/12/20,235
Portugal,48,1/12/21,633,4/12/19,786,-19.47%,2/12/20,262
Portugal,48,2/12/21,703,5/12/19,789,-10.90%,3/12/20,259
Portugal,48,3/12/21,824,6/12/19,952,-13.45%,4/12/20,341
Portugal,48,4/12/21,809,7/12/19,890,-9.10%,5/12/20,300
Portugal,48,5/12/21,806,8/12/19,897,-10.14%,6/12/20,310
Portugal,49,6/12/21,790,9/12/19,978,-19.22%,7/12/20,291
Portugal,49,7/12/21,649,10/12/19,816,-20.47%,8/12/20,239
Portugal,49,8/12/21,688,11/12/19,816,-15.69%,9/12/20,258
Portugal,49,9/12/21,715,12/12/19,888,-19.48%,10/12/20,281
Portugal,49,10/12/21,839,13/12/19,1009,-16.85%,11/12/20,370
Portugal,49,11/12/21,807,14/12/19,973,-17.06%,12/12/20,346
Portugal,49,12/12/21,813,15/12/19,939,-13.42%,13/12/20,355
Portugal,50,13/12/21,808,16/12/19,974,-17.04%,14/12/20,358
Portugal,50,14/12/21,678,17/12/19,903,-24.92%,15/12/20,286
Portugal,50,15/12/21,726,18/12/19,875,-17.03%,16/12/20,331
Portugal,50,16/12/21,807,19/12/19,964,-16.29%,17/12/20,435
Portugal,50,17/12/21,934,20/12/19,1058,-11.72%,18/12/20,570
Portugal,50,18/12/21,985,21/12/19,1087,-9.38%,19/12/20,578
Portugal,50,19/12/21,916,22/12/19,1019,-10.11%,20/12/20,562
Portugal,51,20/12/21,872,23/12/19,980,-11.02%,21/12/20,506
Portugal,51,21/12/21,846,24/12/19,864,-2.08%,22/12/20,423
Portugal,51,22/12/21,850,25/12/19,590,44.07%,23/12/20,508
Portugal,51,23/12/21,882,26/12/19,993,-11.18%,24/12/20,422
Portugal,51,24/12/21,746,27/12/19,1048,-28.82%,25/12/20,232
Portugal,51,25/12/21,574,28/12/19,1045,-45.07%,26/12/20,491
Portugal,51,26/12/21,860,29/12/19,1016,-15.35%,27/12/20,547
Portugal,52,27/12/21,933,30/12/19,1033,-9.68%,28/12/20,474
Portugal,52,28/12/21,788,31/12/19,879,-10.35%,29/12/20,366
Portugal,52,29/12/21,877,1/1/20,856,2.45%,30/12/20,421
Portugal,52,30/12/21,833,2/1/20,1034,-19.44%,31/12/20,345
Portugal,52,31/12/21,781,3/1/20,1081,-27.75%,1/1/21,373
Romania,53,1/1/21,39,4/1/19,505,-92.28%,3/1/20,500
Romania,53,2/1/21,132,5/1/19,401,-67.08%,4/1/20,412
Romania,53,3/1/21,226,6/1/19,454,-50.22%,5/1/20,489
Romania,1,4/1/21,247,7/1/19,494,-50.00%,6/1/20,477
Romania,1,5/1/21,190,8/1/19,470,-59.57%,7/1/20,466
Romania,1,6/1/21,215,9/1/19,480,-55.21%,8/1/20,484
Romania,1,7/1/21,219,10/1/19,445,-50.79%,9/1/20,436
Romania,1,8/1/21,263,11/1/19,498,-47.19%,10/1/20,516
Romania,1,9/1/21,192,12/1/19,397,-51.64%,11/1/20,383
Romania,1,10/1/21,245,13/1/19,446,-45.07%,12/1/20,464
Romania,2,11/1/21,207,14/1/19,485,-57.32%,13/1/20,495
Romania,2,12/1/21,123,15/1/19,420,-70.71%,14/1/20,443
Romania,2,13/1/21,146,16/1/19,490,-70.20%,15/1/20,469
Romania,2,14/1/21,161,17/1/19,410,-60.73%,16/1/20,423
Romania,2,15/1/21,227,18/1/19,532,-57.33%,17/1/20,501
Romania,2,16/1/21,140,19/1/19,372,-62.37%,18/1/20,359
Romania,2,17/1/21,167,20/1/19,450,-62.89%,19/1/20,441
Romania,3,18/1/21,169,21/1/19,474,-64.35%,20/1/20,484
Romania,3,19/1/21,124,22/1/19,409,-69.68%,21/1/20,441
Romania,3,20/1/21,151,23/1/19,483,-68.74%,22/1/20,476
Romania,3,21/1/21,147,24/1/19,373,-60.59%,23/1/20,443
Romania,3,22/1/21,194,25/1/19,468,-58.55%,24/1/20,475
Romania,3,23/1/21,105,26/1/19,356,-70.51%,25/1/20,374
Romania,3,24/1/21,132,27/1/19,445,-70.34%,26/1/20,436
Romania,4,25/1/21,145,28/1/19,491,-70.47%,27/1/20,472
Romania,4,26/1/21,88,29/1/19,437,-79.86%,28/1/20,464
Romania,4,27/1/21,128,30/1/19,482,-73.44%,29/1/20,475
Romania,4,28/1/21,164,31/1/19,447,-63.31%,30/1/20,426
Romania,4,29/1/21,207,1/2/19,561,-63.10%,31/1/20,497
Romania,4,30/1/21,131,2/2/19,377,-65.25%,1/2/20,376
Romania,4,31/1/21,146,3/2/19,414,-64.73%,2/2/20,431
Romania,5,1/2/21,140,4/2/19,488,-71.31%,3/2/20,481
Romania,5,2/2/21,121,5/2/19,407,-70.27%,4/2/20,455
Romania,5,3/2/21,147,6/2/19,473,-68.92%,5/2/20,469
Romania,5,4/2/21,149,7/2/19,428,-65.19%,6/2/20,402
Romania,5,5/2/21,194,8/2/19,527,-63.19%,7/2/20,521
Romania,5,6/2/21,101,9/2/19,370,-72.70%,8/2/20,367
Romania,5,7/2/21,152,10/2/19,431,-64.73%,9/2/20,431
Romania,6,8/2/21,142,11/2/19,494,-71.26%,10/2/20,467
Romania,6,9/2/21,119,12/2/19,406,-70.69%,11/2/20,440
Romania,6,10/2/21,161,13/2/19,443,-63.66%,12/2/20,485
Romania,6,11/2/21,177,14/2/19,427,-58.55%,13/2/20,434
Romania,6,12/2/21,218,15/2/19,520,-58.08%,14/2/20,503
Romania,6,13/2/21,113,16/2/19,377,-70.03%,15/2/20,373
Romania,6,14/2/21,157,17/2/19,435,-63.91%,16/2/20,424
Romania,7,15/2/21,164,18/2/19,487,-66.32%,17/2/20,486
Romania,7,16/2/21,155,19/2/19,416,-62.74%,18/2/20,484
Romania,7,17/2/21,197,20/2/19,487,-59.55%,19/2/20,473
Romania,7,18/2/21,161,21/2/19,431,-62.65%,20/2/20,437
Romania,7,19/2/21,211,22/2/19,538,-60.78%,21/2/20,518
Romania,7,20/2/21,103,23/2/19,381,-72.97%,22/2/20,373
Romania,7,21/2/21,164,24/2/19,433,-62.12%,23/2/20,439
Romania,8,22/2/21,144,25/2/19,498,-71.08%,24/2/20,476
Romania,8,23/2/21,127,26/2/19,423,-69.98%,25/2/20,474
Romania,8,24/2/21,180,27/2/19,483,-62.73%,26/2/20,480
Romania,8,25/2/21,164,28/2/19,427,-61.59%,27/2/20,438
Romania,8,26/2/21,219,1/3/19,512,-57.23%,28/2/20,510
Romania,8,27/2/21,107,2/3/19,361,-70.36%,29/2/20,375
Romania,8,28/2/21,149,3/3/19,429,-65.27%,1/3/20,434
Romania,9,1/3/21,169,4/3/19,474,-64.35%,2/3/20,509
Romania,9,2/3/21,132,5/3/19,431,-69.37%,3/3/20,459
Romania,9,3/3/21,133,6/3/19,484,-72.52%,4/3/20,466
Romania,9,4/3/21,182,7/3/19,423,-56.97%,5/3/20,443
Romania,9,5/3/21,224,8/3/19,521,-57.01%,6/3/20,522
Romania,9,6/3/21,125,9/3/19,361,-65.37%,7/3/20,373
Romania,9,7/3/21,155,10/3/19,430,-63.95%,8/3/20,394
Romania,10,8/3/21,181,11/3/19,506,-64.23%,9/3/20,425
Romania,10,9/3/21,139,12/3/19,408,-65.93%,10/3/20,392
Romania,10,10/3/21,129,13/3/19,478,-73.01%,11/3/20,388
Romania,10,11/3/21,158,14/3/19,446,-64.57%,12/3/20,359
Romania,10,12/3/21,215,15/3/19,508,-57.68%,13/3/20,426
Romania,10,13/3/21,121,16/3/19,362,-66.57%,14/3/20,304
Romania,10,14/3/21,152,17/3/19,437,-65.22%,15/3/20,313
Romania,11,15/3/21,184,18/3/19,489,-62.37%,16/3/20,313
Romania,11,16/3/21,117,19/3/19,418,-72.01%,17/3/20,299
Romania,11,17/3/21,161,20/3/19,467,-65.52%,18/3/20,283
Romania,11,18/3/21,163,21/3/19,440,-62.95%,19/3/20,239
Romania,11,19/3/21,206,22/3/19,516,-60.08%,20/3/20,285
Romania,11,20/3/21,123,23/3/19,369,-66.67%,21/3/20,154
Romania,11,21/3/21,159,24/3/19,420,-62.14%,22/3/20,172
Romania,12,22/3/21,169,25/3/19,477,-64.57%,23/3/20,177
Romania,12,23/3/21,117,26/3/19,436,-73.17%,24/3/20,157
Romania,12,24/3/21,151,27/3/19,469,-67.80%,25/3/20,116
Romania,12,25/3/21,183,28/3/19,432,-57.64%,26/3/20,102
Romania,12,26/3/21,227,29/3/19,523,-56.60%,27/3/20,80
Romania,12,27/3/21,146,30/3/19,371,-60.65%,28/3/20,62
Romania,12,28/3/21,182,31/3/19,466,-60.94%,29/3/20,55
Romania,13,29/3/21,233,1/4/19,524,-55.53%,30/3/20,66
Romania,13,30/3/21,160,2/4/19,533,-69.98%,31/3/20,88
Romania,13,31/3/21,220,3/4/19,524,-58.02%,1/4/20,78
Romania,13,1/4/21,224,4/4/19,513,-56.34%,2/4/20,88
Romania,13,2/4/21,291,5/4/19,550,-47.09%,3/4/20,85
Romania,13,3/4/21,187,6/4/19,412,-54.61%,4/4/20,47
Romania,13,4/4/21,187,7/4/19,496,-62.30%,5/4/20,31
Romania,14,5/4/21,215,8/4/19,515,-58.25%,6/4/20,45
Romania,14,6/4/21,157,9/4/19,512,-69.34%,7/4/20,58
Romania,14,7/4/21,203,10/4/19,510,-60.20%,8/4/20,68
Romania,14,8/4/21,193,11/4/19,507,-61.93%,9/4/20,115
Romania,14,9/4/21,275,12/4/19,564,-51.24%,10/4/20,104
Romania,14,10/4/21,187,13/4/19,424,-55.90%,11/4/20,60
Romania,14,11/4/21,212,14/4/19,505,-58.02%,12/4/20,23
Romania,15,12/4/21,221,15/4/19,527,-58.06%,13/4/20,47
Romania,15,13/4/21,171,16/4/19,513,-66.67%,14/4/20,70
Romania,15,14/4/21,199,17/4/19,528,-62.31%,15/4/20,71
Romania,15,15/4/21,199,18/4/19,551,-63.88%,16/4/20,83
Romania,15,16/4/21,257,19/4/19,552,-53.44%,17/4/20,56
Romania,15,17/4/21,169,20/4/19,406,-58.37%,18/4/20,41
Romania,15,18/4/21,199,21/4/19,464,-57.11%,19/4/20,20
Romania,16,19/4/21,236,22/4/19,523,-54.88%,20/4/20,43
Romania,16,20/4/21,193,23/4/19,542,-64.39%,21/4/20,74
Romania,16,21/4/21,212,24/4/19,551,-61.52%,22/4/20,83
Romania,16,22/4/21,231,25/4/19,558,-58.60%,23/4/20,92
Romania,16,23/4/21,287,26/4/19,539,-46.75%,24/4/20,79
Romania,16,24/4/21,194,27/4/19,432,-55.09%,25/4/20,57
Romania,16,25/4/21,203,28/4/19,468,-56.62%,26/4/20,38
Romania,17,26/4/21,232,29/4/19,464,-50.00%,27/4/20,59
Romania,17,27/4/21,216,30/4/19,482,-55.19%,28/4/20,78
